Index,StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,TotPkts,TotBytes,SrcBytes,IsAnomaly
83,38.19.08,6.209752,tcp,147.32.84.59,2256,   ->,201.222.96.178,6881,S_R,3,184,124,0
84,38.55.06,1.182329,tcp,66.110.137.168,14427,   ->,147.32.84.59,6881,S_RA,4,244,124,0
85,39.33.04,6.960091,tcp,87.96.93.53,51511,   ->,147.32.84.229,443,SRA_SA,14,966,480,0
86,39.31.08,10.874388,tcp,87.96.93.53,51507,   ->,147.32.84.229,13363,SRA_SA,14,966,480,0
87,41.53.00,3.007095,tcp,85.235.176.38,4489,   ->,147.32.84.229,13363,SR_SA,3,184,122,0
88,41.54.06,2.996404,tcp,85.235.176.38,4493,   ->,147.32.84.229,443,SR_SA,3,184,122,0
89,41.56.02,2.996822,tcp,85.235.176.38,4497,   ->,147.32.84.229,80,SR_SA,3,184,122,0
90,41.56.00,6.037287,tcp,85.235.176.38,4489,   ->,147.32.84.229,13363,SR_SA,3,184,122,0
91,41.57.06,6.037753,tcp,85.235.176.38,4493,   ->,147.32.84.229,443,SR_SA,3,184,122,0
92,41.59.02,6.041855,tcp,85.235.176.38,4497,   ->,147.32.84.229,80,SR_SA,3,184,122,0
93,42.16.05,1.1643,tcp,66.110.137.168,14808,   ->,147.32.84.59,6881,S_RA,4,244,124,0
94,21.08.08,1298.195801,tcp,147.32.84.59,49157,   ->,147.32.80.7,80,SRPA_FSPA,12,2636,638,0
95,52.35.04,3012.370117,tcp,147.32.84.59,49158,   ->,213.199.181.90,80,FSRPA_FSPA,11,1080,517,0
96,35.33.03,434.531403,tcp,147.32.84.59,49159,   ->,147.32.80.7,80,SRPA_SPA,7,760,520,0
97,35.36.00,441.198242,tcp,147.32.84.59,49162,   ->,213.199.181.90,80,FSRPA_FSPA,10,1020,457,0
98,21.24.06,1312.973145,tcp,147.32.84.59,49165,   ->,147.32.80.7,80,FSRPA_FSPA,14,3028,970,0
99,52.53.01,3026.273926,tcp,147.32.84.59,49167,   ->,93.184.71.26,80,FSRPA_FSPA,22,5599,3321,0
100,44.12.08,9.017488,tcp,178.23.90.30,57691,   ->,147.32.84.229,443,SR_SA,7,430,184,0
101,46.53.00,3550.182373,udp,212.50.71.179,39678,  <->,147.32.84.229,13363,CON,12,875,413,0
102,46.53.00,0.000883,udp,84.13.246.132,28431,  <->,147.32.84.229,13363,CON,2,135,75,0
103,46.53.00,0.000326,tcp,217.163.21.35,80,  <?>,147.32.86.194,2063,FA_A,2,120,60,0
104,46.53.01,0.056966,tcp,83.3.77.74,32882,  <?>,147.32.85.5,21857,FA_FA,3,180,120,0
105,46.53.01,3427.768066,udp,74.89.223.204,21278,  <->,147.32.84.229,13363,CON,42,2856,1596,0
106,46.53.01,3086.547363,tcp,66.169.184.207,49372,  <?>,147.32.84.229,13363,PA_PA,591,45931,26480,0
107,46.53.01,3589.631348,udp,182.239.167.121,49649,  <->,147.32.84.229,13363,CON,12,1494,1122,0
108,46.53.01,20.360268,tcp,147.32.3.93,443,  <?>,147.32.84.59,51790,FPA_FRPA,133,81929,67597,0
109,46.53.01,3118.470947,udp,24.117.206.20,8697,  <->,147.32.84.229,13363,CON,13,4328,840,0
110,46.53.01,1065.003052,tcp,94.208.78.74,50687,  <?>,147.32.84.229,13363,FPA_RPA,156,14804,7699,0
111,46.53.01,2.210671,udp,79.129.201.26,56877,  <->,147.32.84.229,13363,CON,4,379,137,0
112,46.53.01,0.187434,tcp,147.32.86.194,2065,   ->,217.163.21.35,80,FSPA_FSPA,11,3872,1147,0
113,46.53.01,3599.972412,tcp,147.32.80.13,80,  <?>,147.32.84.162,51769,PA_A,72157,61638544,60214264,0
114,46.53.01,0.000307,tcp,74.200.246.228,80,  <?>,147.32.84.59,49382,FA_RA,3,180,60,0
115,46.53.01,0.000258,tcp,77.238.167.32,80,  <?>,147.32.86.194,2060,FA_A,2,120,60,0
116,46.53.01,37.925823,tcp,94.124.104.196,80,  <?>,147.32.84.59,49500,PA_FRA,1921,2636496,2625276,0
117,46.53.01,0.312088,tcp,98.127.111.126,51534,  <?>,147.32.84.229,13363,FRPA_FPA,10,750,407,0
118,46.53.01,2407.466797,udp,123.1.72.4,16562,  <->,147.32.84.229,13363,CON,4,268,148,0
119,46.53.01,3495.29541,tcp,147.32.84.229,443,  <?>,212.217.56.83,58258,PA_PA,287,24672,10309,0
120,46.53.01,3591.918945,tcp,147.32.84.229,443,  <?>,213.142.200.29,10004,PA_PA,4360,339588,125248,0
121,46.53.01,3514.610352,tcp,147.32.84.229,13363,  <?>,93.45.94.195,44977,PA_PA,310,52117,9301,0
122,46.53.01,3599.977539,tcp,147.32.84.229,13363,  <?>,83.78.136.90,52573,PA_PA,164,12065,5378,0
123,46.53.01,507.347626,tcp,147.32.80.13,80,  <?>,147.32.85.112,10885,FPA_FA,162760,137136528,132816366,0
124,46.53.01,0.001105,udp,217.164.10.229,7797,  <->,147.32.84.229,13363,CON,2,582,77,0
125,46.53.01,0.0,tcp,199.59.148.20,443,   ?>,147.32.84.184,51855,A_,1,60,60,0
126,46.53.01,1288.713379,udp,77.100.246.74,6430,  <->,147.32.84.229,13363,CON,18,1244,704,0
127,46.53.01,2292.730469,udp,58.72.174.152,1769,  <->,147.32.84.229,13363,CON,16,3828,548,0
128,46.53.01,273.880157,tcp,83.137.254.245,49455,  <?>,147.32.84.229,13363,PA_PA,121,14096,10430,0
129,46.53.01,3572.482422,tcp,147.32.84.59,49238,  <?>,74.125.232.215,443,PA_PA,1332,627474,282534,0
130,46.53.01,0.000368,udp,147.32.84.138,42315,  <->,147.32.80.9,53,CON,2,214,81,0
131,46.53.01,0.000225,udp,147.32.84.138,42626,  <->,147.32.80.9,53,CON,2,214,81,0
132,46.53.01,3133.970947,udp,186.204.215.229,12677,  <->,147.32.84.229,13363,CON,10,1218,908,0
133,46.53.01,619.352722,udp,147.32.84.229,13363,   ->,31.9.113.254,23320,INT,4,568,568,1
134,46.53.01,0.000227,udp,147.32.84.138,58276,  <->,147.32.80.9,53,CON,2,214,81,0
135,46.53.01,0.000272,udp,147.32.84.138,58867,  <->,147.32.80.9,53,CON,2,214,81,0
136,46.53.01,536.390381,tcp,109.183.212.236,61775,  <?>,147.32.84.130,20,FPA_FA,23574,10855048,10056796,0
137,46.53.01,12.067851,tcp,178.236.4.29,80,   ?>,147.32.86.141,2019,FA_,3,180,180,0
138,46.53.01,3144.869629,udp,212.59.9.106,15036,  <->,147.32.84.229,13363,CON,4,266,146,0
139,46.53.01,0.000162,udp,147.32.84.138,33302,  <->,147.32.80.9,53,CON,2,214,81,0
140,46.53.01,0.000163,udp,147.32.84.138,59866,  <->,147.32.80.9,53,CON,2,214,81,0
141,46.53.01,1.553285,udp,147.32.86.111,58314,  <->,147.32.1.20,53,CON,2,336,73,0
142,46.53.01,0.00029,udp,147.32.84.138,39703,  <->,147.32.80.9,53,CON,2,214,81,0
143,46.53.01,0.000289,udp,147.32.84.138,36312,  <->,147.32.80.9,53,CON,2,214,81,0
144,46.53.01,10.022196,tcp,79.78.83.0,60676,   ->,147.32.84.229,443,S_SA,16,1148,530,0
145,46.53.02,3241.262451,tcp,213.192.37.130,1108,  <?>,147.32.84.229,13363,RPA_RPA,448,45540,24929,0
146,46.53.02,0.000246,udp,147.32.84.138,42271,  <->,147.32.80.9,53,CON,2,214,81,0
147,46.53.02,0.000167,udp,147.32.84.138,44233,  <->,147.32.80.9,53,CON,2,214,81,0
148,46.53.02,0.000198,udp,147.32.84.138,37967,  <->,147.32.80.9,53,CON,2,214,81,0
149,46.53.02,0.000332,udp,147.32.84.138,42977,  <->,147.32.80.9,53,CON,2,214,81,0
150,46.53.02,0.0,udp,147.32.80.9,53,   ->,147.32.86.111,54230,INT,1,141,141,0
151,46.53.02,0.466502,udp,147.32.86.111,55314,  <->,147.32.80.9,53,CON,2,262,80,0
152,46.53.02,3597.08374,tcp,80.37.198.143,37418,  <?>,147.32.84.229,443,PA_PA,2018,204111,110036,0
153,46.53.02,12.067648,tcp,178.236.4.29,80,   ?>,147.32.86.141,2017,FA_,3,180,180,0
154,46.53.02,12.067688,tcp,178.236.4.29,80,   ?>,147.32.86.141,2016,FA_,3,180,180,0
155,46.53.02,3565.899658,udp,72.73.36.9,50360,  <->,147.32.84.229,13363,CON,210,14490,8190,0
156,46.53.02,2827.166992,udp,147.32.84.229,13363,  <->,76.112.233.145,6601,CON,14,1052,603,0
157,46.53.02,25.455866,udp,147.32.84.229,13363,   ->,118.168.132.221,53663,INT,5,370,370,1
158,46.53.02,557.653076,tcp,147.32.84.59,57601,  <?>,69.63.190.10,443,FPA_FPA,513,379123,51557,0
159,46.53.02,3599.814941,tcp,41.34.128.253,49166,  <?>,147.32.84.229,13363,PA_PA,252,30435,22569,0
160,46.53.02,2907.603516,udp,188.134.37.80,7632,  <->,147.32.84.229,13363,CON,20,2420,1800,0
161,46.53.02,0.938992,tcp,92.60.134.17,1058,  <?>,147.32.85.5,21857,FPA_FA,8,490,250,0
162,46.53.02,3599.87085,tcp,85.32.91.210,16815,  <?>,147.32.84.229,443,PA_PA,2928,337410,185204,0
163,46.53.02,2168.581543,udp,173.30.59.224,1171,  <->,147.32.84.229,13363,CON,6,1040,832,0
164,46.53.02,540.361633,udp,118.167.1.65,50960,  <->,147.32.84.229,13363,CON,6,1244,924,0
165,46.53.02,3599.976562,tcp,147.32.84.229,443,  <?>,194.179.126.154,65142,PA_PA,8223,1119577,448464,0
166,46.53.02,3504.321533,udp,147.32.84.229,13363,  <->,81.104.184.70,3512,CON,138,21876,12885,0
167,46.53.02,3596.575439,tcp,147.32.84.229,13363,  <?>,145.53.199.214,65267,PA_PA,419,40219,18279,0
168,46.53.02,110.543083,tcp,147.32.84.229,80,  <?>,90.42.60.138,4425,PA_RPA,21,2440,1658,0
169,46.53.02,3383.340332,udp,81.96.196.10,65134,  <->,147.32.84.229,13363,CON,22,3340,1684,0
170,46.53.02,636.61615,tcp,147.32.86.194,2067,   ->,195.113.232.96,80,FSPA_FSRPA,126,110778,6121,0
171,46.53.02,0.001507,udp,77.37.201.25,45141,  <->,147.32.84.229,13363,CON,2,566,76,0
172,46.53.02,3586.683838,udp,147.32.84.229,13363,  <->,216.113.82.229,22903,CON,48,5986,1734,0
173,46.53.02,3597.4375,tcp,212.170.156.80,22719,  <?>,147.32.84.229,443,PA_PA,4036,445235,238088,0
174,46.53.02,3105.935303,udp,95.31.15.58,21402,  <->,147.32.84.229,13363,CON,22,3750,1811,0
175,46.53.02,3324.88916,udp,86.177.90.166,16655,  <->,147.32.84.229,13363,CON,10,2246,1945,0
176,46.53.02,1037.261353,udp,147.32.84.59,6881,  <->,188.11.68.124,6881,CON,2,214,107,0
177,46.53.02,3599.953857,tcp,90.183.101.184,554,  <?>,147.32.86.89,3925,PA_PA,19678,15918352,15514984,0
178,46.53.03,3599.947021,tcp,81.12.164.18,1348,  <?>,147.32.84.229,443,PA_PA,3851,344620,176278,0
179,46.53.03,3518.456055,udp,147.32.84.229,13363,  <->,77.85.252.195,63310,CON,38,6079,1291,0
180,46.53.03,3053.651123,udp,201.243.98.47,33519,  <->,147.32.84.229,13363,CON,10,1220,910,0
181,46.53.03,0.000916,udp,118.209.60.180,27147,  <->,147.32.84.229,13363,CON,2,136,76,0
182,46.53.03,1202.3573,udp,77.85.152.108,21377,  <->,147.32.84.229,13363,CON,4,482,358,0
183,46.53.03,0.000377,udp,65.189.197.181,28351,  <->,147.32.84.229,13363,CON,2,159,99,0
184,46.53.03,3583.31958,tcp,147.32.84.229,443,  <?>,81.30.240.226,4490,PA_PA,284,37784,10727,0
185,46.53.03,30.013702,tcp,213.123.60.93,54094,  <?>,147.32.84.229,13363,FPA_FPA,51,7234,3982,0
186,46.53.03,3188.407471,udp,84.43.145.215,56122,  <->,147.32.84.229,13363,CON,4,274,154,0
187,46.53.03,57.42128,udp,83.55.71.107,45174,  <->,147.32.84.229,13363,CON,10,670,370,0
188,46.53.03,0.001207,udp,211.75.185.229,39693,  <->,147.32.84.229,13363,CON,2,602,75,0
189,46.53.03,2531.976562,tcp,81.6.98.107,18924,  <?>,147.32.84.229,443,PA_PA,3314,336621,189061,0
190,46.53.03,647.096252,udp,196.201.203.98,7118,  <->,147.32.84.229,13363,CON,24,5620,4898,0
191,46.53.03,5.254536,udp,80.27.103.28,1658,  <->,147.32.84.229,13363,CON,8,548,295,0
192,46.53.03,2405.794678,udp,24.228.42.112,53524,  <->,147.32.84.229,13363,CON,10,1492,350,0
193,46.53.03,107.821877,tcp,74.125.232.215,443,  <?>,147.32.85.5,40057,FPA_FPA,20,2096,1343,0
194,46.53.03,116.406464,tcp,217.203.159.131,57973,  <?>,147.32.85.84,13716,FPA_FPA,62,6190,2905,0
195,46.53.03,0.001078,udp,120.203.91.212,9211,  <->,147.32.84.229,13363,CON,2,557,77,0
196,46.53.03,3599.219482,tcp,212.55.237.42,33642,  <?>,147.32.84.229,443,PA_PA,2893,238311,140679,0
197,46.53.03,3371.316895,udp,147.32.84.146,48609,  <->,208.75.88.4,123,CON,52,4680,2340,0
198,46.53.03,3545.759766,udp,147.32.84.229,13363,  <->,90.146.174.188,37240,CON,60,6674,4517,0
199,46.53.03,2.780914,tcp,88.102.51.188,1301,   ->,147.32.87.36,80,FSPA_FSPA,15,7589,830,0
200,46.53.03,0.001402,udp,79.47.168.89,54230,  <->,147.32.84.229,13363,CON,2,128,68,0
201,46.53.03,2166.419678,udp,76.107.202.45,6627,  <->,147.32.84.229,13363,CON,8,3239,3045,0
202,46.53.03,3544.726074,udp,147.32.84.229,13363,  <->,88.201.182.160,36741,CON,126,22181,11609,0
203,46.53.03,3547.043457,tcp,147.32.84.229,443,  <?>,89.236.217.18,3452,PA_PA,377,38684,16340,0
204,46.53.03,835.947571,tcp,77.124.34.143,14409,  <?>,147.32.84.229,80,PA_PA,431,46201,25903,0
205,46.53.03,288.492279,tcp,94.165.57.146,55762,  <?>,147.32.85.56,44076,FPA_FPA,41,2966,1143,0
206,46.53.03,2217.561279,rtp,213.118.148.252,44647,  <->,147.32.84.229,13363,CON,12,1593,1233,0
207,46.53.03,3598.887695,tcp,195.250.146.99,554,  <?>,147.32.86.99,16786,PA_PA,51576,60964440,60363789,0
208,46.53.04,44.799824,tcp,147.32.85.47,1346,  <?>,170.107.181.167,80,FPA_FPA,88,65649,9910,0
209,46.53.04,3132.282471,udp,122.49.161.50,55666,  <->,147.32.84.229,13363,CON,8,552,312,0
210,46.53.04,3597.244385,udp,147.32.84.242,23,  <->,78.108.97.41,58290,CON,1144,145549,72686,0
211,46.53.04,3599.216064,tcp,83.83.100.36,1070,  <?>,147.32.84.229,443,PA_PA,452,38402,22299,0
212,46.53.04,0.007924,tcp,147.32.86.84,55270,  <?>,74.125.232.194,80,FA_FA,3,198,132,0
213,46.53.04,0.00837,tcp,147.32.86.84,55268,  <?>,74.125.232.194,80,FA_FA,3,198,132,0
214,46.53.04,0.008214,tcp,147.32.86.84,55243,  <?>,74.125.232.194,80,FA_FA,3,198,132,0
215,46.53.04,0.007898,tcp,147.32.86.84,55269,  <?>,74.125.232.194,80,FA_FA,3,198,132,0
216,46.53.04,6.035027,tcp,147.32.84.59,2289,   ->,151.64.186.190,6881,S_,2,124,124,1
217,46.53.04,3.965422,udp,119.247.92.207,47672,  <->,147.32.84.229,13363,CON,4,676,555,0
218,46.53.04,10.02591,tcp,147.32.86.147,35786,  <?>,74.125.232.194,80,FPA_FPA,178,131536,11099,0
219,46.53.04,3.620579,tcp,147.32.86.147,35776,  <?>,74.125.232.194,80,FPA_FPA,66,47906,4303,0
220,46.53.04,3581.035645,pim,147.32.87.1,0,   ->,224.0.0.13,0,INT,182,13584,13584,0
221,46.53.04,0.119465,udp,147.32.85.30,51403,  <->,147.32.80.9,53,CON,2,439,72,0
222,46.53.04,3069.005371,udp,84.215.89.9,8860,  <->,147.32.84.229,13363,CON,15,2673,1029,0
223,46.53.04,0.201495,tcp,147.32.84.229,80,   ->,98.127.111.126,51548,SA_R,2,138,78,0
224,46.53.04,3572.011963,udp,147.32.84.59,36062,  <->,81.171.72.12,3653,CON,240,25440,12720,0
225,46.53.04,0.332547,udp,147.32.86.194,60020,  <->,147.32.80.9,53,CON,2,275,78,0
226,46.53.04,0.045668,udp,147.32.86.194,51117,  <->,147.32.80.9,53,CON,2,260,75,0
227,46.53.04,0.03938,udp,147.32.86.194,56191,  <->,147.32.80.9,53,CON,2,304,85,0
228,46.53.04,0.000352,udp,147.32.86.20,54061,  <->,147.32.80.9,53,CON,2,314,85,0
229,46.53.04,0.152974,tcp,147.32.86.20,4740,   ->,87.98.230.229,80,FSPA_FSPA,63,56870,1451,0
230,46.53.05,0.000323,udp,147.32.86.99,60358,  <->,147.32.80.9,53,CON,2,217,76,0
231,46.53.05,0.0002,udp,147.32.86.99,62420,  <->,147.32.80.9,53,CON,2,216,76,0
232,46.53.05,2906.498535,udp,147.32.84.59,25857,  <->,62.107.124.67,7726,CON,6,396,216,0
233,46.53.05,3596.224854,tcp,147.32.84.59,39992,  <?>,205.188.10.245,443,PA_PA,396,47555,19509,0
234,46.53.05,2947.535156,tcp,79.47.168.89,50621,   ->,147.32.84.229,13363,SRPA_SPA,241,21516,13472,0
235,46.53.05,0.034482,udp,147.32.86.194,57248,  <->,147.32.80.9,53,CON,2,363,71,0
236,46.53.05,3556.735596,udp,147.32.84.229,13363,  <->,111.255.7.126,10461,CON,34,2323,1241,0
237,46.53.05,724.939331,udp,147.32.84.229,13363,   ->,212.178.10.94,50239,INT,4,596,596,1
238,46.53.05,0.166758,udp,147.32.86.194,53848,  <->,147.32.80.9,53,CON,2,375,77,0
239,46.53.05,0.0,udp,124.183.252.245,53176,   ->,147.32.84.229,13363,INT,1,86,86,1
240,46.53.05,1201.004639,udp,147.32.84.229,13363,  <->,124.183.252.245,50167,CON,3,611,121,0
241,46.53.05,3500.138184,udp,147.32.84.229,13363,  <->,213.113.105.210,11564,CON,42,3350,2055,0
242,46.53.05,0.000979,udp,85.74.30.252,21645,  <->,147.32.84.229,13363,CON,2,137,77,0
243,46.53.05,2645.664307,udp,114.42.219.244,28958,  <->,147.32.84.229,13363,CON,4,1126,558,0
